,scan,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
6946,10699,745.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.0,subclass,3.0,In silico
6947,10700,2943.0,Lipids and lipid-like molecules;Fatty Acyls,1.1,class,3.0,In silico
6948,10706,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6949,10707,163.0,Lipids and lipid-like molecules,0.7588235294117647,superclass,85.0,In silico
6950,10708,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6951,10710,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6952,10711,46.0,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
6953,10712,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6954,10714,172.0,Lipids and lipid-like molecules,0.8,superclass,5.0,In silico
6955,10716,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6956,10717,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6957,10718,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6958,10719,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6959,10721,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6960,10722,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6961,10723,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6962,10725,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6963,10726,2573.0,Benzenoids;Phenol ethers;Anisoles,1.1,subclass,2.0,In silico
6964,10728,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6965,10729,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6966,10730,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6967,10731,1232.0,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,0.8777777777777778,subclass,9.0,In silico
6968,10733,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6969,10734,12.0,Lipids and lipid-like molecules,0.7379310344827587,superclass,58.0,In silico
6970,10736,46.0,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
6971,10737,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6972,10738,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6973,10739,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6974,10740,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6975,10743,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6976,10745,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6977,10751,2632.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.1,subclass,2.0,In silico
6978,10752,2704.0,Lipids and lipid-like molecules,1.1,superclass,3.0,In silico
6979,10753,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6980,10754,177.0,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9,subclass,25.0,In silico
6981,10755,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6982,10759,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6983,10760,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6984,10762,1140.0,Lipids and lipid-like molecules;Prenol lipids,0.75,class,4.0,In silico
6985,10766,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6986,10767,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6987,10768,1853.0,,,,,
6988,10769,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6989,10771,524.0,,,,,
6990,10772,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6991,10774,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6992,10775,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6993,10778,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6994,10780,801.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,4.0,In silico
6995,10782,310.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.0,subclass,1.0,In silico
6996,10784,975.0,,,,,
6997,10785,416.0,Lipids and lipid-like molecules;Fatty Acyls,1.0444444444444445,class,36.0,In silico
6998,10788,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6999,10793,530.0,,,,17.0,In silico
7000,10796,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7001,10798,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7002,10800,416.0,Lipids and lipid-like molecules;Fatty Acyls,1.0444444444444445,class,36.0,In silico
7003,10803,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7004,10808,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7005,10810,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7006,10812,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7007,10814,570.0,Organic acids and derivatives;Carboxylic acids and derivatives,1.1,class,2.0,In silico
7008,10815,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7009,10816,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7010,10818,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7011,10821,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7012,10822,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7013,10829,28.0,Lipids and lipid-like molecules;Prenol lipids,1.0,class,2.0,In silico
7014,10831,22.0,Lipids and lipid-like molecules,0.9142857142857143,superclass,70.0,In silico
7015,10832,2082.0,,,,,
7016,10833,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7017,10834,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7018,10835,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7019,10838,4027.0,Lipids and lipid-like molecules;Prenol lipids,1.1,class,2.0,In silico
7020,10840,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7021,10841,1031.0,Organoheterocyclic compounds,0.6,superclass,5.0,In silico
7022,10843,3047.0,,,,,
7023,10844,733.0,Lipids and lipid-like molecules;Prenol lipids,1.0,class,3.0,In silico
7024,10845,318.0,Lipids and lipid-like molecules;Sphingolipids,0.9,class,25.0,In silico
7025,10846,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7026,10847,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7027,10849,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7028,10850,2957.0,,,,,
7029,10851,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7030,10853,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7031,10854,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7032,10855,466.0,Lipids and lipid-like molecules,0.9297872340425531,superclass,47.0,In silico
7033,10857,2981.0,,,,,
7034,10859,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7035,10860,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7036,10861,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7037,10862,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7038,10864,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7039,10865,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7040,10866,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7041,10869,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7042,10870,1942.0,Lipids and lipid-like molecules,1.1,superclass,3.0,In silico
7043,10872,605.0,Lipids and lipid-like molecules,0.9,superclass,5.0,In silico
7044,10873,847.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.7153846153846154,subclass,13.0,In silico
7045,10874,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7046,10875,3096.0,Organic acids and derivatives;Carboxylic acids and derivatives;Carboxylic acids,1.0,subclass,2.0,In silico
7047,10876,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7048,10877,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7049,10878,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7050,10879,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7051,10881,20.0,Organic acids and derivatives,0.6,superclass,20.0,In silico
7052,10882,566.0,,,,,
7053,10883,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7054,10886,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7055,10892,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7056,10895,82.0,Lipids and lipid-like molecules;Sphingolipids,0.8692307692307693,class,13.0,In silico
7057,10897,639.0,,,,,
7058,10898,846.0,Lipids and lipid-like molecules,1.0,superclass,6.0,In silico
7059,10899,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7060,10900,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7061,10904,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7062,10905,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7063,10908,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7064,10910,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7065,10911,363.0,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9823529411764705,subclass,17.0,In silico
7066,10913,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7067,10914,1123.0,Lipids and lipid-like molecules,1.009090909090909,superclass,11.0,In silico
7068,10917,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7069,10918,661.0,Organic acids and derivatives,0.6538461538461539,superclass,26.0,In silico
7070,10919,308.0,Lipids and lipid-like molecules;Fatty Acyls,0.9333333333333333,class,6.0,In silico
7071,10920,416.0,Lipids and lipid-like molecules;Fatty Acyls,1.0444444444444445,class,36.0,In silico
7072,10925,463.0,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,0.7428571428571429,subclass,14.0,In silico
7073,10927,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7074,10929,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7075,10933,1298.0,Lipids and lipid-like molecules;Sphingolipids;Phosphosphingolipids,1.0,subclass,2.0,In silico
7076,10938,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7077,10939,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7078,10940,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7079,10941,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7080,10944,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7081,10945,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7082,10946,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7083,10948,530.0,,,,17.0,In silico
7084,10950,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7085,10951,2608.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,1.1,subclass,2.0,In silico
7086,10952,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7087,10962,545.0,Benzenoids,0.5555555555555556,superclass,9.0,In silico
7088,10963,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7089,10966,103.0,Lipids and lipid-like molecules,1.0,superclass,10.0,In silico
7090,10968,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7091,10969,750.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,0.7923076923076923,subclass,13.0,In silico
7092,10970,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7093,10971,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7094,10972,517.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,0.7140350877192982,subclass,57.0,In silico
7095,10974,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7096,10977,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7097,10978,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7098,10979,189.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,0.7470588235294118,subclass,17.0,In silico
7099,10981,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7100,10982,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7101,10986,1615.0,,,,,
7102,10987,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7103,10991,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7104,10992,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7105,10993,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7106,10994,22.0,Lipids and lipid-like molecules,0.9142857142857143,superclass,70.0,In silico
7107,10995,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7108,10998,119.0,,,,,
7109,10999,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7110,11000,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7111,11001,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7112,11006,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7113,11010,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7114,11011,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7115,11013,1087.0,Organoheterocyclic compounds;Heteroaromatic compounds,1.1,class,6.0,In silico
7116,11019,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7117,11025,2.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,8.0,In silico
7118,11027,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7119,11029,557.0,,,,,
7120,11030,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7121,11037,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7122,11039,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7123,11041,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7124,11042,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7125,11043,31.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7966292134831461,subclass,89.0,In silico
7126,11045,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7127,11050,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7128,11051,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7129,11056,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7130,11058,61.0,Lipids and lipid-like molecules;Sphingolipids,1.0285714285714287,class,28.0,In silico
7131,11059,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7132,11060,711.0,Organic acids and derivatives,0.6,superclass,10.0,In silico
7133,11063,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7134,11064,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7135,11066,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
7136,11068,3079.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,2.0,In silico
